Association_ID	Microbe	Disease	Score	Pmid	Type	Position	Tendency	mtype	dtype
MBP00000223	Bifidobacterium longum	Autism	-0.436398804	20603222	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000224	Parabacteroides distasonis	Sclerosing cholangitis	-0.463684921	27670376	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000225	Acidaminococcus	Pouchitis	-0.463684921	20845425	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000226	Vibrisseaceae	Cirrhosis of liver	-0.674959431	28578302	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000227	Gemella haemolysans	Mouth neoplasm	0.449186935	22817758	Bacteria	Other	Increase	microbe	disease
MBP00000228	Veillonella	Behcet's syndrome	-0.453723018	27283393	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00000229	Ruminococcaceae	Non-alcoholic fatty liver disease	-0.302119008	28823367	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000230	Mycobacterium tuberculosis	Pneumonia	1.55370969	29955859	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00000231	Coccidioides immitis	Orchitis	2.000867722	29955859	Fungus	Urinary tract	Increase	microbe	disease
MBP00000232	Peptoniphilus	Chronic rhinosinusitis	-0.424959431	25819063	Bacteria	Nasal cavity	Decrease	microbe	disease
MBP00000233	Clostridium cluster xiva	Hepatitis c infection	-0.436398804	28561276	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000234	Propionimicrobium	Interstitial cystitis	-0.674959431	22974186	Bacteria	Urinary tract	Decrease	microbe	disease
MBP00000235	Bacteroides-prevotella group	Celiac disease	0.599701933	20181275	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000236	Trichostrongylus colubriformis	Black scour disease	1.349918863	NCIT C125969	Bacteria	Other	Increase	microbe	disease
MBP00000237	Ralstonia pickettii	Bacteriemia	1.048888867	NCIT C86713	Bacteria	Other	Increase	microbe	disease
MBP00000238	Tm7	Crohn's disease	0.480421619		Bacteria	Oral cavity	Increase	microbe	disease
MBP00000239	Cupriavidus spp	Idiopathic pulmonary fibrosis	2.699837726	29955859	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00000240	Staphylococci	Rabies	2.222716471	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00000241	Methylobacter	Pouchitis	0.674959431	19617766	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000242	Akkermansia	Psoriatic arthritis	-0.367347201	25319745	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000243	Bifidobacterium	Autoimmune hepatitis	-0.213684921	26191211	Bacteria	Other	Decrease	microbe	disease
MBP00000244	Fusobacterium spp	Infectious arthritis	1.921686475	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00000245	Neisseria gonorrhoeae	Pelvic in铿俛mmatory disease	1.796747739	29955859	Bacteria	Genitals	Increase	microbe	disease
MBP00000246	Streptococcus mitis	Cystic fibrosis	0.396473593	26492486	Bacteria	Nasal cavity	Increase	microbe	disease
MBP00000247	Veillonella	Idiopathic pulmonary fibrosis	0.0	25184687	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00000248	Clostridium ramosum	Type i diabetes mellitus	0.50021693	22043294	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000249	Streptococcus	Cutaneous burn	-0.18761193	28333758	Bacteria	Urinary tract	Decrease	microbe	disease
MBP00000250	Staphylococcus aureus	Atopic eczema	0.792288787	12642841	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000251	Faecalibacterium	Alcoholic pancreatitis	-0.237912425	29555983	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000252	Arhtrobacter cumminsii	Urgency urinary incontinence	0.674959431	25006228	Bacteria	Urinary tract	Increase	microbe	disease
MBP00000253	Escherichia	Alzheimers disease	0.31711849	27776263	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000254	Roseburia hominis	Pervasive developmental disorder - not otherwise specified	-0.50021693	24130822	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000255	Peptostreptococcus	Type i diabetes mellitus	0.325474429	22043294	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000256	Porphyromonas gingivalis	Pancreatic carcinoma	0.396473593	27742762	Bacteria	Oral cavity	Increase	microbe	disease
MBP00000257	Anaerostipes	Type i diabetes mellitus	-0.361141305	22043294	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000258	Escherichia	Preeclampsia	0.31711849	25492799	Bacteria	Placenta	Increase	microbe	disease
MBP00000259	Flavonifractor plautii	Ischemia	0.50021693	21820992	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000260	Porphyromonas gingivalis	Obesity	0.792947187	29520825	Bacteria	Oral cavity	Increase	microbe	disease
MBP00000261	Pseudomonas aeruginosa	Idiopathic pulmonary fibrosis	1.444565221	29955859	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00000262	Akkermansia	Pancreatic carcinoma	-0.367347201	29221120	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000263	Prevotella oris	Systemic inflammatory response syndrome	1.111358236	NCIT C86676	Bacteria	Other	Increase	microbe	disease
MBP00000264	Clostridium perfringens	Autism	-0.436398804	12173102	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000265	Streptococcus	Anorexia nervosa	-0.18761193	26682545	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000266	Brucella spp	Infectious arthritis	2.222716471	29955859	Bacteria	Urinary tract	Increase	microbe	disease
MBP00000267	Clostridium cocleatum	Autism	0.599701933	12173102	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000268	Lactobacillus iners	Bacteria vaginosis	-0.40516412	27790434	Bacteria	Vagina	Decrease	microbe	disease
MBP00000269	Enterobacteriaceae	Mouth neoplasm	0.256934967	9813727	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00000270	Ruminococcus flavefaciens	Crohn's disease	-0.555679118	22529960	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000271	Corynebacterium propinquum	Chronic obstructive pulmonary disease	0.555679118	27388563	Bacteria	Nasal cavity	Increase	microbe	disease
MBP00000272	Clostridium	Heart failure	-0.298671937	28328981	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000273	Spirochaetaceae	Primary biliary cirrhosis	0.674959431	27243236	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000274	Veillonella parvula	Oral tuberculosis	0.396473593	30054809	Bacteria	Other	Increase	microbe	disease
MBP00000275	Bacteroidetes	Non-alcoholic steatohepatitis	-0.634236981	27203081	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000276	Enterobius vermicularis	Enterobiasis	1.199403865	NCIT C122300	Parasite	Other	Increase	microbe	disease
MBP00000277	Bifidobacterium angulatum	Autism	-0.674959431	20603222	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000278	Prevotella intermedia	Dental caries	-0.480421619	25658087	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00000279	Ruminococcus	Major depressive episode	-0.259269974	25882912	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000280	Human metapneumovirus	Viral pneumonia	2.699837726	29955859	Virus	Respiratory tract	Increase	microbe	disease
MBP00000281	Fusobacterium spp	Vincent angina bacteria	1.921686475	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00000282	Mobiluncus mulieris	Bacteria vaginosis	0.599701933	21272848	Bacteria	Vagina	Increase	microbe	disease
MBP00000283	Sporothrix schenckii	Plantar fasciitis	2.222716471	29955859	Fungus	Skin and soft tissue	Increase	microbe	disease
MBP00000284	Prevotella tannerae	Periapical granuloma	1.048888867	NCIT C86678	Bacteria	Other	Increase	microbe	disease
MBP00000285	Corynebacterium genitalium	Urinary tract infection	1.349918863	NCIT C86313	Bacteria	Other	Increase	microbe	disease
MBP00000286	Granulicatella	Periodontitis	-0.388427423	22576262	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00000287	Bacteroides	Type 1 diabetes	0.430494318	23274889	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000288	Clostridium	Multiple sclerosis	-0.298671937	26367776	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000289	Prevotella	Systemic scleroderma	0.321466437	26749064	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000290	Dorea	Atopic eczema	-0.309359932	27812181	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000291	Prevotella histicola	Peritonsillar abscess	0.555679118	23437130	Bacteria	Other	Increase	microbe	disease
MBP00000292	Prevotella loescheii	Brain infarction	1.000433861	NCIT C86672	Bacteria	Other	Increase	microbe	disease
MBP00000293	Kingella oralis	Necrotizing ulcerative gingivitis	1.199403865	NCIT C86452	Bacteria	Other	Increase	microbe	disease
MBP00000294	Fusobacterium	Systemic scleroderma	0.483721983	26749064	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000295	Fibrobacter succinogenes	Oral tuberculosis	0.674959431	30054809	Bacteria	Other	Increase	microbe	disease
MBP00000296	Leptotrichia buccalis	Oral tuberculosis	0.599701933	30054809	Bacteria	Other	Increase	microbe	disease
MBP00000297	Rikenellaceae	Transient ischemic attack	0.380936617	26597155	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000298	Microbacterium	Type 2 diabetes	0.524444434	28008148	Bacteria	Urinary tract	Increase	microbe	disease
MBP00000299	Parvimonas	Trichomonas vaginitis	0.367347201	23482642	Bacteria	Vagina	Increase	microbe	disease
MBP00000300	Listeria monocytogenes	Lymphadenitis	1.854739686	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00000301	Norovirus	Gastroenteritis	1.349918863	NCIT C112362	Virus	Other	Increase	microbe	disease
MBP00000302	Pseudomonas mendocina	Endocarditis	1.199403865	NCIT C86702	Bacteria	Other	Increase	microbe	disease
MBP00000303	Leuconostoc	Ischemia	0.599701933	23757279	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000304	Escherichia coli	Gastroenteritis	1.429419031	27895859	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000305	Faecalibacterium prausnitzii	Atherosclerosis	-0.226861509	29018189	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000306	Enterococcus faecalis	Chronic fatigue syndrome	0.480421619	19567398	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000307	Streptococcus intermedius	Brain infarction	0.849918863	NCIT C86794	Bacteria	Other	Increase	microbe	disease
MBP00000308	Clostridium butyricum	Necrotizing enterocolitis	0.555679118	26084844	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000309	Aspergillus spp	Cutaneous fungus infections	1.658445041	29955859	Fungus	Skin and soft tissue	Increase	microbe	disease
MBP00000310	Roseburia intestinalis	Cystic fibrosis	-0.41461126	24178246	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000311	Sneathia	Bacteria vaginosis	1.796747739	21287345	Bacteria	Vagina	Increase	microbe	disease
MBP00000312	Cysticercosis	Seizures	1.048888867	NCIT C34520	Parasite	Other	Increase	microbe	disease
MBP00000313	Peptococcus	Crohn's disease	-0.436398804	20816835	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000314	Balantidium	Balantidiasis	1.349918863	NCIT C122015	Parasite	Other	Increase	microbe	disease
MBP00000315	Desulfovibrio	Azoospermia	-0.344404608	29456693	Bacteria	Genitals	Decrease	microbe	disease
MBP00000316	Neisseria	Ankylosing spondylitis	0.309359932	28750650	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000317	Neisseria	Oligoasthenoteratozoospermia	0.309359932	29500854	Bacteria	Genitals	Increase	microbe	disease
MBP00000318	Escherichia	Hiv infection	0.634236981	23843452	Bacteria	Other	Increase	microbe	disease
MBP00000319	Roseburia	Pouchitis	0.241860992	20845425	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000320	Ruminococcus	Atopic eczema	-0.259269974	27812181	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000321	Chlamydia pneumoniae	Pneumonia	2.097777735	29955859	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00000322	Tm7	Mouth neoplasm	-0.480421619	21205002	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00000323	Citrobacter amalonaticus	Bacteriemia	1.199403865	NCIT C86262	Bacteria	Other	Increase	microbe	disease
MBP00000324	Proteobacteria	Hiv infection	0.329906621	27048741	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000325	Streptococcus thermophiles	Schizophrenia	0.480421619	26336637	Bacteria	Throat	Increase	microbe	disease
MBP00000326	Peptostreptococcus	Bacteria vaginosis	0.325474429	21272848	Bacteria	Vagina	Increase	microbe	disease
MBP00000327	Fretibacterium	Dental caries	-0.674959431	29670544	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00000328	Butyricicoccus	Atopic eczema	-0.463684921	27812181	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000329	Clostridium clostridioforme	Cystic fibrosis	0.555679118	26330184	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000330	Bacteroides stercoris	Aids	-0.50021693	29411528	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000331	Clostridium oceanicum	Not foundthogenic	1.349918863	NCIT C86286	Bacteria	Other	Increase	microbe	disease
MBP00000332	Campylobacter	Hiv infection	0.0	23843452	Bacteria	Other	Increase	microbe	disease
MBP00000333	Bacterium asf500	Type i diabetes mellitus	-0.674959431	22043294	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000334	Erwinia	Reactive arthritis	0.50021693	29073348	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000335	Nitrospiraceae	Ischemia	0.674959431	21741921	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000336	Bacteroides massiliensis	Parkinson's disease	-0.555679118	28429209	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000337	Lautropia mirabilis	Obesity	-0.50021693	29576948	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00000338	Parabacteroides	Psoriatic arthritis	-0.295330946	25319745	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000339	Mycobacterium spp	Plantar fasciitis	2.097777735	29955859	Bacteria	Skin and soft tissue	Increase	microbe	disease
MBP00000340	Erysipelatoclostridium	Kidney stone	0.599701933	29353409	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000341	Synergistetes	Hypertension	-0.524444434	28884091	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000342	Wolinella	Interstitial cystitis	-0.674959431	22974186	Bacteria	Urinary tract	Decrease	microbe	disease
MBP00000343	Mycoplasma	Dental caries	-0.463684921	29670544	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00000344	Spirochaeta burgdorferi sensu lato complex (lyme borreliosis)e	Borrelia infectious disease	2.699837726	29955859	Bacteria	Other	Increase	microbe	disease
MBP00000345	Capnocytophaga	Dental caries	-0.72228261	29670544	Bacteria	Oral cavity	Increase	microbe	disease
MBP00000346	Alistipes	Type i diabetes mellitus	0.292089702	22043294	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000347	Peptostreptococcus anaerobius	Ulcerative colitis	-0.555679118	23060013	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00000348	Faecalibacterium	Chronic kidney disease	-0.237912425	28588309	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000349	Corynebacterium propinquum	Cystic fibrosis	-0.555679118	26492486	Bacteria	Nasal cavity	Decrease	microbe	disease
MBP00000350	Anaerococcus	Chronic rhinosinusitis	-0.480421619	29278464	Bacteria	Other	Decrease	microbe	disease
MBP00000351	Rikenellaceae	Non-alcoholic fatty liver disease	-0.380936617	27028797	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000352	Vivictivallis	Crohn's disease	-0.555679118	28852861	Bacteria	Other	Decrease	microbe	disease
MBP00000353	Dorea	Colorectal cancer	-0.309359932	22622349	Bacteria	Other	Decrease	microbe	disease
MBP00000354	Staphylococcus aureus	Renal carcinoma	0.528192525	NCIT C50921	Bacteria	Other	Increase	microbe	disease
MBP00000355	Listeria monocytogenes	Viral pneumonia	1.854739686	29955859	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00000356	Sphingomonas	Alcoholic pancreatitis	0.436398804	29555983	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000357	Dorea	Crohn's disease	-0.309359932	26574491	Bacteria	Other	Decrease	microbe	disease
MBP00000358	Streptococcus	Mouth neoplasm	0.18761193	21205002	Bacteria	Oral cavity	Increase	microbe	disease
MBP00000359	Ruminococcus bromii	Inflammatory bowel disease	-0.40516412	26843508	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000360	Streptococcus sanguinis	Denture stomatitis	-0.380936617	28066812	Bacteria	Oral cavity	Decrease	microbe	disease
MBP00000361	Acanthamoeba quina	Acanthamoeba keratitis	1.199403865	NCIT C119305	Bacteria	Other	Increase	microbe	disease
MBP00000362	Bacteroides vulgatus	Amyotrophic lateral sclerosis	0.339353761	28947596	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000363	Veillonella dispar	Mouth neoplasm	-0.367347201	16672398	Bacteria	Other	Decrease	microbe	disease
MBP00000364	Bacteroides fragilis	Enthesitis-related arthritis	0.329906621	29382366	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000365	Coccidioides immitis	Plantar fasciitis	2.000867722	29955859	Fungus	Skin and soft tissue	Increase	microbe	disease
MBP00000366	Anaeroglobus geminatus	Primary biliary cirrhosis	0.674959431	27243236	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000367	Treponema maltophilum	Systemic lupus erythematosus	0.555679118	28320468	Bacteria	Oral cavity	Increase	microbe	disease
MBP00000368	Escherichia coli	Pneumonia	1.143535225	29955859	Bacteria	Respiratory tract	Increase	microbe	disease
MBP00000369	Acidaminococcus fermentans	Hiv infection	0.674959431	24034618	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000370	Dialister	Chronic kidney disease	-0.28894242	28588309	Bacteria	Gastrointestinal tract	Decrease	microbe	disease
MBP00000371	Gymnopilus	Crohn's disease	1.199403865	27811291	Bacteria	Gastrointestinal tract	Increase	microbe	disease
MBP00000372	Ruminococcus	Ulcerative colitis	0.259269974	28852861	Bacteria	Other	Increase	microbe	disease
MBP00000373	Bifidobacterium	Ulcerative colitis	-0.213684921	28852861	Bacteria	Other	Increase	microbe	disease
